"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_km","duration_seconds","rpe"
"Wednesday Back & Shoulder","10 Jun 2026, 16:52","10 Jun 2026, 17:41","","Pull Up",,"",0,"normal",,10,,,
"Wednesday Back & Shoulder","10 Jun 2026, 16:52","10 Jun 2026, 17:41","","Pull Up",,"",1,"normal",,9,,,
"Wednesday Back & Shoulder","10 Jun 2026, 16:52","10 Jun 2026, 17:41","","Pull Up",,"",2,"normal",,10,,,
"Wednesday Back & Shoulder","10 Jun 2026, 16:52","10 Jun 2026, 17:41","","Chin Up",,"",0,"normal",,2,,,
"Wednesday Back & Shoulder","10 Jun 2026, 16:52","10 Jun 2026, 17:41","","Lat Pulldown (Cable)",,"",0,"normal",160,8,,,
"Wednesday Back & Shoulder","10 Jun 2026, 16:52","10 Jun 2026, 17:41","","Lat Pulldown (Cable)",,"",1,"normal",160,6,,,
"Wednesday Back & Shoulder","10 Jun 2026, 16:52","10 Jun 2026, 17:41","","Lat Pulldown (Cable)",,"",2,"normal",120,11,,,
"Wednesday Back & Shoulder","10 Jun 2026, 16:52","10 Jun 2026, 17:41","","Overhead Press (Barbell)",,"",0,"normal",45,10,,,
"Wednesday Back & Shoulder","10 Jun 2026, 16:52","10 Jun 2026, 17:41","","Overhead Press (Barbell)",,"",1,"normal",135,5,,,
"Wednesday Back & Shoulder","10 Jun 2026, 16:52","10 Jun 2026, 17:41","","Overhead Press (Barbell)",,"",2,"normal",155,6,,,
"Wednesday Back & Shoulder","10 Jun 2026, 16:52","10 Jun 2026, 17:41","","Overhead Press (Barbell)",,"",3,"normal",135,4,,,
"Wednesday Back & Shoulder","10 Jun 2026, 16:52","10 Jun 2026, 17:41","","Shoulder Press (Dumbbell)",,"",0,"normal",140,8,,,
"Wednesday Back & Shoulder","10 Jun 2026, 16:52","10 Jun 2026, 17:41","","Hang Clean",,"",0,"normal",155,3,,,
"Monday Chest & Tri","9 Jun 2026, 14:11","9 Jun 2026, 15:23","","Pull Up",,"",0,"warmup",,6,,,
"Monday Chest & Tri","9 Jun 2026, 14:11","9 Jun 2026, 15:23","","Pull Up",,"",1,"normal",,3,,,
"Monday Chest & Tri","9 Jun 2026, 14:11","9 Jun 2026, 15:23","","Bench Press (Barbell)",,"",0,"warmup",45,18,,,
"Monday Chest & Tri","9 Jun 2026, 14:11","9 Jun 2026, 15:23","","Bench Press (Barbell)",,"",1,"warmup",135,8,,,
"Monday Chest & Tri","9 Jun 2026, 14:11","9 Jun 2026, 15:23","","Bench Press (Barbell)",,"",2,"warmup",225,3,,,
"Monday Chest & Tri","9 Jun 2026, 14:11","9 Jun 2026, 15:23","","Bench Press (Barbell)",,"",3,"normal",275,1,,,
"Monday Chest & Tri","9 Jun 2026, 14:11","9 Jun 2026, 15:23","","Bench Press (Barbell)",,"",4,"normal",315,1,,,
"Monday Chest & Tri","9 Jun 2026, 14:11","9 Jun 2026, 15:23","","Bench Press (Barbell)",,"",5,"normal",225,12,,,
"Monday Chest & Tri","9 Jun 2026, 14:11","9 Jun 2026, 15:23","","Incline Chest Press (Machine)",,"",0,"warmup",90,8,,,
"Monday Chest & Tri","9 Jun 2026, 14:11","9 Jun 2026, 15:23","","Incline Chest Press (Machine)",,"",1,"warmup",180,8,,,
"Monday Chest & Tri","9 Jun 2026, 14:11","9 Jun 2026, 15:23","","Incline Chest Press (Machine)",,"",2,"warmup",180,6,,,
"Monday Chest & Tri","9 Jun 2026, 14:11","9 Jun 2026, 15:23","","Incline Chest Press (Machine)",,"",3,"normal",180,5,,,
"Monday Chest & Tri","9 Jun 2026, 14:11","9 Jun 2026, 15:23","","Triceps Pushdown",,"",0,"failure",100,6,,,
"Monday Chest & Tri","9 Jun 2026, 14:11","9 Jun 2026, 15:23","","Triceps Pushdown",,"",1,"failure",70,10,,,
"Monday Chest & Tri","9 Jun 2026, 14:11","9 Jun 2026, 15:23","","Triceps Pushdown",,"",2,"normal",20,10,,,
"Monday Chest & Tri","9 Jun 2026, 14:11","9 Jun 2026, 15:23","","Triceps Pushdown",,"",3,"normal",20,10,,,
"Tuesday Leg & Bi","8 Jun 2026, 15:50","8 Jun 2026, 17:01","","Squat (Barbell)",,"",0,"warmup",45,10,,,
"Tuesday Leg & Bi","8 Jun 2026, 15:50","8 Jun 2026, 17:01","","Squat (Barbell)",,"",1,"warmup",135,8,,,
"Tuesday Leg & Bi","8 Jun 2026, 15:50","8 Jun 2026, 17:01","","Squat (Barbell)",,"",2,"warmup",225,4,,,
"Tuesday Leg & Bi","8 Jun 2026, 15:50","8 Jun 2026, 17:01","","Squat (Barbell)",,"",3,"normal",315,1,,,
"Tuesday Leg & Bi","8 Jun 2026, 15:50","8 Jun 2026, 17:01","","Squat (Barbell)",,"",4,"normal",365,1,,,
"Tuesday Leg & Bi","8 Jun 2026, 15:50","8 Jun 2026, 17:01","","Squat (Barbell)",,"",5,"normal",405,1,,,
"Tuesday Leg & Bi","8 Jun 2026, 15:50","8 Jun 2026, 17:01","","Squat (Barbell)",,"",6,"normal",315,5,,,
"Tuesday Leg & Bi","8 Jun 2026, 15:50","8 Jun 2026, 17:01","","Leg Extension (Machine)",,"",0,"normal",235,12,,,
"Tuesday Leg & Bi","8 Jun 2026, 15:50","8 Jun 2026, 17:01","","Lying Leg Curl (Machine)",,"",0,"normal",160,5,,,
"Tuesday Leg & Bi","8 Jun 2026, 15:50","8 Jun 2026, 17:01","","Lying Leg Curl (Machine)",,"",1,"normal",160,7,,,
"Tuesday Leg & Bi","8 Jun 2026, 15:50","8 Jun 2026, 17:01","","Seated Incline Curl (Dumbbell)",,"",0,"normal",90,8,,,
"Tuesday Leg & Bi","8 Jun 2026, 15:50","8 Jun 2026, 17:01","","Seated Incline Curl (Dumbbell)",,"",1,"normal",90,6,,,
"Tuesday Leg & Bi","8 Jun 2026, 15:50","8 Jun 2026, 17:01","","Hammer Curl (Dumbbell)",,"",0,"normal",110,10,,,
"Tuesday Leg & Bi","8 Jun 2026, 15:50","8 Jun 2026, 17:01","","Chin Up (Weighted)",,"",0,"normal",35,6,,,
"Tuesday Leg & Bi","8 Jun 2026, 15:50","8 Jun 2026, 17:01","","Chin Up (Weighted)",,"",1,"normal",25,5,,,
"Tuesday Leg & Bi","8 Jun 2026, 15:50","8 Jun 2026, 17:01","","Chin Up (Weighted)",,"",2,"normal",25,2,,,
"Tuesday Leg & Bi","8 Jun 2026, 15:50","8 Jun 2026, 17:01","","Chin Up (Weighted)",,"",3,"normal",25,2,,,
"Tuesday Leg & Bi","8 Jun 2026, 15:50","8 Jun 2026, 17:01","","Chin Up",,"",0,"normal",,4,,,
"Tuesday Leg & Bi","8 Jun 2026, 15:50","8 Jun 2026, 17:01","","Chin Up",,"",1,"normal",,8,,,
"Tuesday Leg & Bi","8 Jun 2026, 15:50","8 Jun 2026, 17:01","","Triceps Dip",,"",0,"normal",,15,,,
"Monday Chest & Tri","6 Jun 2026, 16:27","6 Jun 2026, 17:28","","Pull Up",,"",0,"warmup",,9,,,
"Monday Chest & Tri","6 Jun 2026, 16:27","6 Jun 2026, 17:28","","Pull Up",,"",1,"normal",,5,,,
"Monday Chest & Tri","6 Jun 2026, 16:27","6 Jun 2026, 17:28","","Pull Up",,"",2,"normal",,5,,,
"Monday Chest & Tri","6 Jun 2026, 16:27","6 Jun 2026, 17:28","","Pull Up",,"",3,"normal",,5,,,
"Monday Chest & Tri","6 Jun 2026, 16:27","6 Jun 2026, 17:28","","Pull Up",,"",4,"normal",,8,,,
"Monday Chest & Tri","6 Jun 2026, 16:27","6 Jun 2026, 17:28","","Bench Press (Barbell)",,"",0,"warmup",45,20,,,
"Monday Chest & Tri","6 Jun 2026, 16:27","6 Jun 2026, 17:28","","Bench Press (Barbell)",,"",1,"warmup",135,10,,,
"Monday Chest & Tri","6 Jun 2026, 16:27","6 Jun 2026, 17:28","","Bench Press (Barbell)",,"",2,"warmup",185,3,,,
"Monday Chest & Tri","6 Jun 2026, 16:27","6 Jun 2026, 17:28","","Bench Press (Barbell)",,"",3,"normal",245,7,,,
"Monday Chest & Tri","6 Jun 2026, 16:27","6 Jun 2026, 17:28","","Bench Press (Barbell)",,"",4,"normal",225,6,,,
"Monday Chest & Tri","6 Jun 2026, 16:27","6 Jun 2026, 17:28","","Bench Press (Barbell)",,"",5,"normal",225,5,,,
"Monday Chest & Tri","6 Jun 2026, 16:27","6 Jun 2026, 17:28","","Incline Bench Press (Dumbbell)",,"",0,"normal",160,8,,,
"Monday Chest & Tri","6 Jun 2026, 16:27","6 Jun 2026, 17:28","","Incline Bench Press (Dumbbell)",,"",1,"normal",160,9,,,
"Monday Chest & Tri","6 Jun 2026, 16:27","6 Jun 2026, 17:28","","Lat Pulldown (Cable)",,"",0,"normal",170,9,,,
"Monday Chest & Tri","6 Jun 2026, 16:27","6 Jun 2026, 17:28","","Lat Pulldown (Cable)",,"",1,"normal",150,11,,,
"Monday Chest & Tri","6 Jun 2026, 16:27","6 Jun 2026, 17:28","","Overhead Press (Barbell)",,"",0,"normal",45,10,,,
"Monday Chest & Tri","6 Jun 2026, 16:27","6 Jun 2026, 17:28","","Overhead Press (Barbell)",,"",1,"normal",135,3,,,
"Monday Chest & Tri","6 Jun 2026, 16:27","6 Jun 2026, 17:28","","Overhead Press (Barbell)",,"",2,"normal",135,3,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Pull Up",,"",0,"warmup",,7,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Pull Up",,"",1,"normal",,6,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Pull Up",,"",2,"normal",,5,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Pull Up",,"",3,"normal",,5,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Pull Up",,"",4,"normal",,3,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Bench Press (Barbell)",,"",0,"warmup",45,20,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Bench Press (Barbell)",,"",1,"warmup",135,8,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Bench Press (Barbell)",,"",2,"warmup",185,3,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Bench Press (Barbell)",,"",3,"warmup",225,1,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Bench Press (Barbell)",,"",4,"normal",285,1,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Bench Press (Barbell)",,"",5,"normal",335,1,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Bench Press (Barbell)",,"",6,"normal",225,7,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Incline Bench Press (Dumbbell)",,"",0,"normal",170,3,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Incline Bench Press (Dumbbell)",,"",1,"normal",150,5,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Chest Fly (Machine)",,"",0,"normal",225,9,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Chest Fly (Machine)",,"",1,"normal",240,3,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Chest Fly (Machine)",,"",2,"normal",210,3,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Triceps Rope Pushdown",,"",0,"failure",50,10,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Triceps Rope Pushdown",,"",1,"failure",65,5,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Triceps Pushdown",,"",0,"failure",95,8,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Triceps Pushdown",,"",1,"failure",105,6,,,
"Thursday Chest & Explosives","4 Jun 2026, 18:27","4 Jun 2026, 19:22","","Cable Crunch",,"",0,"normal",95,15,,,
"Wednesday Back & Shoulder","3 Jun 2026, 20:13","3 Jun 2026, 21:09","","Pull Up",,"",0,"normal",,10,,,
"Wednesday Back & Shoulder","3 Jun 2026, 20:13","3 Jun 2026, 21:09","","Pull Up",,"",1,"normal",,7,,,
"Wednesday Back & Shoulder","3 Jun 2026, 20:13","3 Jun 2026, 21:09","","Pull Up",,"",2,"normal",,5,,,
"Wednesday Back & Shoulder","3 Jun 2026, 20:13","3 Jun 2026, 21:09","","Chin Up",,"",0,"normal",,5,,,
"Wednesday Back & Shoulder","3 Jun 2026, 20:13","3 Jun 2026, 21:09","","Chin Up",,"",1,"normal",,5,,,
"Wednesday Back & Shoulder","3 Jun 2026, 20:13","3 Jun 2026, 21:09","","Lat Pulldown (Cable)",,"",0,"normal",160,8,,,
"Wednesday Back & Shoulder","3 Jun 2026, 20:13","3 Jun 2026, 21:09","","Lat Pulldown (Cable)",,"",1,"normal",160,6,,,
"Wednesday Back & Shoulder","3 Jun 2026, 20:13","3 Jun 2026, 21:09","","Lat Pulldown (Cable)",,"",2,"normal",120,10,,,
"Wednesday Back & Shoulder","3 Jun 2026, 20:13","3 Jun 2026, 21:09","","Overhead Press (Barbell)",,"",0,"normal",135,5,,,
"Wednesday Back & Shoulder","3 Jun 2026, 20:13","3 Jun 2026, 21:09","","Overhead Press (Barbell)",,"",1,"normal",155,1,,,
"Wednesday Back & Shoulder","3 Jun 2026, 20:13","3 Jun 2026, 21:09","","Overhead Press (Barbell)",,"",2,"normal",195,1,,,
"Wednesday Back & Shoulder","3 Jun 2026, 20:13","3 Jun 2026, 21:09","","Overhead Press (Barbell)",,"",3,"normal",135,8,,,
"Wednesday Back & Shoulder","3 Jun 2026, 20:13","3 Jun 2026, 21:09","","Overhead Press (Barbell)",,"",4,"normal",135,3,,,
"Wednesday Back & Shoulder","3 Jun 2026, 20:13","3 Jun 2026, 21:09","","Power Clean",,"",0,"normal",135,3,,,
"Wednesday Back & Shoulder","3 Jun 2026, 20:13","3 Jun 2026, 21:09","","Power Clean",,"",1,"normal",185,1,,,
"Wednesday Back & Shoulder","3 Jun 2026, 20:13","3 Jun 2026, 21:09","","Power Clean",,"",2,"normal",225,1,,,
"Tuesday Leg & Bi","2 Jun 2026, 15:56","2 Jun 2026, 17:01","","Squat (Barbell)",,"",0,"warmup",45,10,,,
"Tuesday Leg & Bi","2 Jun 2026, 15:56","2 Jun 2026, 17:01","","Squat (Barbell)",,"",1,"warmup",135,8,,,
"Tuesday Leg & Bi","2 Jun 2026, 15:56","2 Jun 2026, 17:01","","Squat (Barbell)",,"",2,"warmup",225,5,,,
"Tuesday Leg & Bi","2 Jun 2026, 15:56","2 Jun 2026, 17:01","","Squat (Barbell)",,"",3,"normal",315,5,,,
"Tuesday Leg & Bi","2 Jun 2026, 15:56","2 Jun 2026, 17:01","","Squat (Barbell)",,"",4,"normal",365,1,,,
"Tuesday Leg & Bi","2 Jun 2026, 15:56","2 Jun 2026, 17:01","","Squat (Barbell)",,"",5,"normal",315,3,,,
"Tuesday Leg & Bi","2 Jun 2026, 15:56","2 Jun 2026, 17:01","","Hang Clean",,"",0,"normal",135,8,,,
"Tuesday Leg & Bi","2 Jun 2026, 15:56","2 Jun 2026, 17:01","","Hang Clean",,"",1,"normal",185,2,,,
"Tuesday Leg & Bi","2 Jun 2026, 15:56","2 Jun 2026, 17:01","","Hang Clean",,"",2,"normal",195,1,,,
"Tuesday Leg & Bi","2 Jun 2026, 15:56","2 Jun 2026, 17:01","","Bicep Curl (Dumbbell)",,"",0,"normal",90,3,,,
"Tuesday Leg & Bi","2 Jun 2026, 15:56","2 Jun 2026, 17:01","","Seated Incline Curl (Dumbbell)",,"",0,"normal",90,6,,,
"Tuesday Leg & Bi","2 Jun 2026, 15:56","2 Jun 2026, 17:01","","Seated Incline Curl (Dumbbell)",,"",1,"normal",90,6,,,
"Tuesday Leg & Bi","2 Jun 2026, 15:56","2 Jun 2026, 17:01","","Hammer Curl (Dumbbell)",,"",0,"normal",100,8,,,
"Tuesday Leg & Bi","2 Jun 2026, 15:56","2 Jun 2026, 17:01","","Hammer Curl (Dumbbell)",,"",1,"normal",100,6,,,
"Tuesday Leg & Bi","2 Jun 2026, 15:56","2 Jun 2026, 17:01","","Chin Up (Weighted)",,"",0,"normal",25,7,,,
"Tuesday Leg & Bi","2 Jun 2026, 15:56","2 Jun 2026, 17:01","","Chin Up (Weighted)",,"",1,"normal",25,5,,,
"Tuesday Leg & Bi","2 Jun 2026, 15:56","2 Jun 2026, 17:01","","Chin Up",,"",0,"normal",,6,,,
"Tuesday Leg & Bi","2 Jun 2026, 15:56","2 Jun 2026, 17:01","","Chin Up",,"",1,"normal",,5,,,
"Monday Chest & Tri","1 Jun 2026, 15:09","1 Jun 2026, 15:24","","Pull Up",,"",0,"warmup",,6,,,
"Monday Chest & Tri","1 Jun 2026, 15:09","1 Jun 2026, 15:24","","Bench Press (Barbell)",,"",0,"warmup",45,12,,,
"Monday Chest & Tri","1 Jun 2026, 15:09","1 Jun 2026, 15:24","","Bench Press (Barbell)",,"",1,"warmup",135,8,,,
"Monday Chest & Tri","1 Jun 2026, 15:09","1 Jun 2026, 15:24","","Bench Press (Barbell)",,"",2,"warmup",185,2,,,
"Monday Chest & Tri","1 Jun 2026, 15:09","1 Jun 2026, 15:24","","Bench Press (Barbell)",,"",3,"normal",225,1,,,
"Monday Chest & Tri","1 Jun 2026, 15:09","1 Jun 2026, 15:24","","Bench Press (Barbell)",,"",4,"normal",275,1,,,
"Monday Chest & Tri","1 Jun 2026, 15:09","1 Jun 2026, 15:24","","Bench Press (Barbell)",,"",5,"normal",225,8,,,
"Thursday Chest & Explosives","29 May 2026, 18:29","29 May 2026, 18:49","","Bench Press (Barbell)",,"",0,"warmup",45,20,,,
"Thursday Chest & Explosives","29 May 2026, 18:29","29 May 2026, 18:49","","Bench Press (Barbell)",,"",1,"warmup",135,12,,,
"Thursday Chest & Explosives","29 May 2026, 18:29","29 May 2026, 18:49","","Bench Press (Barbell)",,"",2,"warmup",185,5,,,
"Thursday Chest & Explosives","29 May 2026, 18:29","29 May 2026, 18:49","","Bench Press (Barbell)",,"",3,"warmup",225,1,,,
"Thursday Chest & Explosives","29 May 2026, 18:29","29 May 2026, 18:49","","Bench Press (Barbell)",,"",4,"normal",275,1,,,
"Thursday Chest & Explosives","29 May 2026, 18:29","29 May 2026, 18:49","","Bench Press (Barbell)",,"",5,"normal",315,1,,,
"Thursday Chest & Explosives","29 May 2026, 18:29","29 May 2026, 18:49","","Bench Press (Barbell)",,"",6,"normal",225,6,,,
"Wednesday Back & Shoulder","27 May 2026, 17:08","27 May 2026, 17:49","","Pull Up",,"",0,"normal",,8,,,
"Wednesday Back & Shoulder","27 May 2026, 17:08","27 May 2026, 17:49","","Pull Up",,"",1,"normal",,6,,,
"Wednesday Back & Shoulder","27 May 2026, 17:08","27 May 2026, 17:49","","Pull Up",,"",2,"normal",,6,,,
"Wednesday Back & Shoulder","27 May 2026, 17:08","27 May 2026, 17:49","","Chin Up",,"",0,"normal",,5,,,
"Wednesday Back & Shoulder","27 May 2026, 17:08","27 May 2026, 17:49","","Chin Up",,"",1,"normal",,6,,,
"Wednesday Back & Shoulder","27 May 2026, 17:08","27 May 2026, 17:49","","Lat Pulldown (Cable)",,"",0,"normal",150,8,,,
"Wednesday Back & Shoulder","27 May 2026, 17:08","27 May 2026, 17:49","","Lat Pulldown (Cable)",,"",1,"normal",150,8,,,
"Wednesday Back & Shoulder","27 May 2026, 17:08","27 May 2026, 17:49","","Overhead Press (Barbell)",,"",0,"normal",45,5,,,
"Wednesday Back & Shoulder","27 May 2026, 17:08","27 May 2026, 17:49","","Overhead Press (Barbell)",,"",1,"normal",135,7,,,
"Wednesday Back & Shoulder","27 May 2026, 17:08","27 May 2026, 17:49","","Overhead Press (Barbell)",,"",2,"normal",135,5,,,
"Wednesday Back & Shoulder","27 May 2026, 17:08","27 May 2026, 17:49","","Overhead Press (Barbell)",,"",3,"normal",135,2,,,
"Wednesday Back & Shoulder","27 May 2026, 17:08","27 May 2026, 17:49","","Shoulder Press (Dumbbell)",,"",0,"normal",140,7,,,
"Wednesday Back & Shoulder","27 May 2026, 17:08","27 May 2026, 17:49","","Shoulder Press (Dumbbell)",,"",1,"normal",140,3,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Squat (Barbell)",,"",0,"warmup",45,10,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Squat (Barbell)",,"",1,"warmup",135,8,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Squat (Barbell)",,"",2,"warmup",225,5,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Squat (Barbell)",,"",3,"normal",315,5,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Squat (Barbell)",,"",4,"normal",315,3,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Squat (Barbell)",,"",5,"normal",315,3,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Hang Clean",,"",0,"normal",135,7,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Hang Clean",,"",1,"normal",155,5,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Leg Extension (Machine)",,"",0,"normal",220,14,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Leg Extension (Machine)",,"",1,"normal",240,12,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Calf Extension (Machine)",,"",0,"normal",290,13,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Calf Extension (Machine)",,"",1,"normal",330,10,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Seated Incline Curl (Dumbbell)",,"",0,"normal",80,8,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Seated Incline Curl (Dumbbell)",,"",1,"normal",80,7,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Seated Incline Curl (Dumbbell)",,"",2,"normal",80,4,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Hammer Curl (Dumbbell)",,"",0,"normal",100,7,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Hammer Curl (Dumbbell)",,"",1,"normal",100,8,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Chin Up (Weighted)",,"",0,"normal",25,7,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Chin Up (Weighted)",,"",1,"normal",35,5,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Chin Up (Weighted)",,"",2,"normal",45,2,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Chin Up (Weighted)",,"",3,"normal",45,3,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Chin Up",,"",0,"normal",,8,,,
"Tuesday Leg & Bi","26 May 2026, 18:46","26 May 2026, 20:15","","Triceps Dip (Weighted)",,"",0,"normal",90,5,,,
"Monday Chest & Tri","24 May 2026, 16:37","24 May 2026, 17:28","","Pull Up",,"",0,"warmup",,9,,,
"Monday Chest & Tri","24 May 2026, 16:37","24 May 2026, 17:28","","Pull Up",,"",1,"normal",,4,,,
"Monday Chest & Tri","24 May 2026, 16:37","24 May 2026, 17:28","","Bench Press (Barbell)",,"",0,"warmup",45,18,,,
"Monday Chest & Tri","24 May 2026, 16:37","24 May 2026, 17:28","","Bench Press (Barbell)",,"",1,"warmup",135,10,,,
"Monday Chest & Tri","24 May 2026, 16:37","24 May 2026, 17:28","","Bench Press (Barbell)",,"",2,"warmup",185,5,,,
"Monday Chest & Tri","24 May 2026, 16:37","24 May 2026, 17:28","","Bench Press (Barbell)",,"",3,"normal",225,3,,,
"Monday Chest & Tri","24 May 2026, 16:37","24 May 2026, 17:28","","Bench Press (Barbell)",,"",4,"normal",275,1,,,
"Monday Chest & Tri","24 May 2026, 16:37","24 May 2026, 17:28","","Bench Press (Barbell)",,"",5,"normal",315,1,,,
"Monday Chest & Tri","24 May 2026, 16:37","24 May 2026, 17:28","","Bench Press (Barbell)",,"",6,"normal",225,7,,,
"Monday Chest & Tri","24 May 2026, 16:37","24 May 2026, 17:28","","Incline Bench Press (Smith Machine)",,"",0,"normal",135,8,,,
"Monday Chest & Tri","24 May 2026, 16:37","24 May 2026, 17:28","","Incline Bench Press (Smith Machine)",,"",1,"normal",135,8,,,
"Monday Chest & Tri","24 May 2026, 16:37","24 May 2026, 17:28","","Lat Pulldown (Cable)",,"",0,"normal",150,8,,,
"Monday Chest & Tri","24 May 2026, 16:37","24 May 2026, 17:28","","Lat Pulldown (Cable)",,"",1,"normal",170,8,,,
"Monday Chest & Tri","24 May 2026, 16:37","24 May 2026, 17:28","","Lat Pulldown (Cable)",,"",2,"normal",170,4,,,
"Monday Chest & Tri","24 May 2026, 16:37","24 May 2026, 17:28","","Bicep Curl (Dumbbell)",,"",0,"normal",90,5,,,
"Monday Chest & Tri","24 May 2026, 16:37","24 May 2026, 17:28","","Overhead Press (Barbell)",,"",0,"normal",135,5,,,
"Monday Chest & Tri","24 May 2026, 16:37","24 May 2026, 17:28","","Overhead Press (Barbell)",,"",1,"normal",135,5,,,
"Monday Chest & Tri","24 May 2026, 16:37","24 May 2026, 17:28","","Triceps Dip",,"",0,"normal",,15,,,
"Thursday Chest & Explosives","21 May 2026, 15:10","21 May 2026, 15:38","","Pull Up",,"",0,"warmup",,9,,,
"Thursday Chest & Explosives","21 May 2026, 15:10","21 May 2026, 15:38","","Bench Press (Barbell)",,"",0,"warmup",45,20,,,
"Thursday Chest & Explosives","21 May 2026, 15:10","21 May 2026, 15:38","","Bench Press (Barbell)",,"",1,"warmup",135,12,,,
"Thursday Chest & Explosives","21 May 2026, 15:10","21 May 2026, 15:38","","Bench Press (Barbell)",,"",2,"warmup",185,5,,,
"Thursday Chest & Explosives","21 May 2026, 15:10","21 May 2026, 15:38","","Bench Press (Barbell)",,"",3,"normal",225,15,,,
"Thursday Chest & Explosives","21 May 2026, 15:10","21 May 2026, 15:38","","Bench Press (Barbell)",,"",4,"normal",225,6,,,
"Thursday Chest & Explosives","21 May 2026, 15:10","21 May 2026, 15:38","","Bench Press (Barbell)",,"",5,"normal",225,5,,,
"Thursday Chest & Explosives","21 May 2026, 15:10","21 May 2026, 15:38","","Chest Fly (Machine)",,"",0,"normal",230,5,,,
"Thursday Chest & Explosives","20 May 2026, 15:11","20 May 2026, 16:07","","Pull Up",,"",0,"warmup",,8,,,
"Thursday Chest & Explosives","20 May 2026, 15:11","20 May 2026, 16:07","","Bench Press (Barbell)",,"",0,"warmup",45,17,,,
"Thursday Chest & Explosives","20 May 2026, 15:11","20 May 2026, 16:07","","Bench Press (Barbell)",,"",1,"warmup",135,12,,,
"Thursday Chest & Explosives","20 May 2026, 15:11","20 May 2026, 16:07","","Bench Press (Barbell)",,"",2,"warmup",185,5,,,
